[[1 1 1 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 ..., 
 [0 0 0 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]]
3132
tree prunning end, 1 roots, 120 extra nodes, 0 pruned nodes ,max_depth=10
predict italian but is greek [u'marinara sauce', u'pepper', u'feta cheese crumbles', u'lamb steaks', u'part-skim mozzarella cheese', u'thin pizza crust']
predict korean but is chinese [u'chicken wings', u'sesame oil', u'light soy sauce', u'water', u'crushed garlic', u'dark soy sauce', u'green onions']
predict mexican but is filipino [u'water', u'pork spareribs', u'sweet chili sauce', u'salt and ground black pepper']
predict filipino but is southern_us [u'coconut milk', u'Jell-O Gelatin', u'cream style corn', u'agar']
predict thai but is vietnamese [u'fish sauce', u'steak', u'cooking oil', u'shallots', u'chili flakes', u'dark brown sugar']
predict spanish but is french [u'orange', u'salt', u'orange marmalade', u'sugar', u'whole milk', u'short-grain rice']
predict indian but is japanese [u'tumeric', u'potatoes', u'methi', u'amchur', u'salt', u'water', u'vegetable oil', u'ground cumin', u'whole wheat flour', u'green chilies']
predict mexican but is brazilian [u'boneless chicken skinless thigh', u'pimentos', u'chopped cilantro fresh', u'olive oil', u'yellow rice', u'water', u'orange juice', u'grated orange peel', u'orange slices', u'garlic cloves']
predict mexican but is italian [u'white wine', u'shallots', u'fresh basil leaves', u'fresh tomatoes', u'light cream', u'beef broth', u'mussels', u'minced garlic', u'butter', u'red chili peppers', u'jalapeno chilies', u'corn starch']
predict cajun_creole but is southern_us [u'olive oil', u'ham', u'frozen hash browns', u'chopped fresh thyme', u'chopped bell pepper', u'creole seasoning', u'green onions']
predict mexican but is italian [u'olive oil', u'cavolo nero', u'chopped cilantro fresh', u'rib', u'white onion']
predict italian but is cajun_creole [u'genoa salami', u'grated parmesan cheese', u'Italian cheese', u'pizza doughs', u'cooked ham', u'pimentos', u'olive oil', u'pickled vegetables']
predict chinese but is japanese [u'udon', u'peas', u'hoisin sauce', u'shallots', u'toasted sesame seeds', u'dark soy sauce', u'Shaoxing wine', u'scallions', u'sweet soy sauce', u'sesame oil', u'center cut pork chops']
predict southern_us but is italian [u'semolina', u'salt', u'powdered sugar', u'large eggs', u'orange zest', u'unsalted butter', u'cornmeal', u'dried currants', u'flour']
predict cajun_creole but is southern_us [u'condensed cream of mushroom soup', u'crawfish', u'onions', u'diced tomatoes', u'condensed tomato soup']
predict french but is italian [u'spinach leaves', u'low-sodium low-fat chicken broth', u'lemon zest', u'corn starch', u'water', u'salt', u'large eggs']
predict italian but is british [u'eggs', u'grated parmesan cheese', u'pepper', u'cheddar cheese', u'salt', u'white bread', u'milk']
predict chinese but is filipino [u'cream', u'water', u'spring roll wrappers', u'mini bananas', u'sugar', u'frying oil']
predict japanese but is indian [u'red chili powder', u'garam masala', u'green peas', u'oil', u'water', u'florets', u'green chilies', u'ginger paste', u'tomatoes', u'amchur', u'cilantro', u'cumin seed', u'garlic paste', u'coriander powder', u'salt', u'ground turmeric']
predict southern_us but is mexican [u'Angostura bitters', u'fresh lime juice', u'crushed ice', u'pisco brandy', u'granulated sugar', u'ice', u'fresh lemon juice']
predict chinese but is japanese [u'sugar', u'green onions', u'thai chile', u'dried shiitake mushrooms', u'mirin', u'ground pork', u'salt', u'canola oil', u'soy sauce', u'sesame oil', u'garlic', u'corn starch', u'vinegar', u'ginger', u'gyoza wrappers']
predict mexican but is spanish [u'chicken broth', u'olive oil', u'garlic cloves', u'kosher salt', u'pork tenderloin', u'onions', u'brown sugar', u'ground black pepper', u'corn starch', u'lime', u'chili powder', u'ground cumin']
predict irish but is russian [u'chopped tomatoes', u'fresh tomatoes', u'cabbage', u'sauerkraut', u'barley', u'bacon']
predict italian but is irish [u'olive oil', u'long-grain rice', u'water', u'zucchini', u'sliced mushrooms', u'fresh basil', u'beef', u'garlic cloves', u'yellow squash', u'chopped onion', u'plum tomatoes']
predict thai but is mexican [u'lime juice', u'balsamic vinegar', u'cilantro leaves', u'fresh ginger root', u'garlic', u'honey', u'extra-virgin olive oil', u'jalapeno chilies', u'salt']
predict italian but is french [u'lemon juice', u'boneless skinless chicken breasts', u'grated parmesan cheese', u'butter']
predict italian but is mexican [u'vanilla extract', u'vanilla ice cream', u'heavy whipping cream', u'ground cinnamon', u'toasted pine nuts', u'coffee', u'semi-sweet chocolate morsels']
predict vietnamese but is chinese [u'fresh ginger', u'salt', u'soy sauce', u'cooking oil', u'fish', u'sugar', u'herbs', u'garlic cloves', u'pepper', u'lemon']
predict southern_us but is mexican [u'baking soda', u'baking powder', u'semi-sweet chocolate morsels', u'ground cinnamon', u'unsalted butter', u'salt', u'ground pepper', u'vanilla extract', u'golden brown sugar', u'large eggs', u'all-purpose flour']
predict chinese but is japanese [u'boneless chicken breast', u'salt', u'soy sauce', u'mushrooms', u'cooked white rice', u'large eggs', u'garlic cloves', u'ketchup', u'vegetable oil', u'onions']
predict french but is italian [u'butter', u'smoked salmon', u'fresh parsley', u'tomatoes', u'heavy whipping cream', u'ground black pepper', u'onions']
predict southern_us but is british [u'shallots', u'cayenne pepper', u'mace', u'butter', u'bay leaf', u'fresh lemon', u'salt', u'black pepper', u'Tabasco Pepper Sauce', u'shrimp']
predict thai but is chinese [u'sake', u'peeled fresh ginger', u'salt', u'white pepper', u'fresh orange juice', u'red bell pepper', u'red chili peppers', u'trout fillet', u'dark sesame oil', u'fish sauce', u'lemon grass', u'cilantro sprigs', u'sliced green onions']
predict french but is italian [u'baking powder', u'white sugar', u'eggs', u'vanilla extract', u'butter', u'lemon zest', u'all-purpose flour']
predict italian but is french [u'large garlic cloves', u'sugar', u'salt', u'lemon', u'carrots', u'extra-virgin olive oil']
predict korean but is japanese [u'brown sugar', u'sesame oil', u'rice vinegar', u'minced garlic', u'ginger', u'onions', u'soy sauce', u'ground pork', u'carrots', u'chili flakes', u'gyoza', u'salt', u'cabbage']
predict southern_us but is italian [u'sugar', u'tea bags', u'cranberry juice']
predict french but is russian [u'low-fat plain yogurt', u'cooked beetroot', u'salt', u'dressing', u'caster sugar', u'small new potatoes', u'sour cream', u'beans', u'shallots', u'gherkins', u'tomatoes', u'fennel', u'creamed horseradish', u'arugula']
predict italian but is greek [u'whole almonds', u'eggplant', u'salt', u'olive oil', u'garlic', u'white sugar', u'cherry tomatoes', u'chili powder', u'onions', u'white wine', u'mint leaves', u'fresh parsley']
predict vietnamese but is thai [u'fish sauce', u'beef', u'thai chile', u'minced garlic', u'ginger', u'chopped fresh mint', u'sugar', u'vegetable oil', u'fresh lime juice', u'asian eggplants', u'reduced sodium soy sauce', u'rice vermicelli']
predict mexican but is moroccan [u'olive oil', u'cuminseed', u'caraway seeds', u'coarse salt', u'red bell pepper', u'oil-cured black olives', u'dried chile', u'coriander seeds', u'garlic cloves']
predict greek but is italian [u'balsamic vinegar', u'hothouse cucumber', u'olive oil', u'fresh lemon juice', u'fresh dill', u'orzo', u'fennel bulb', u'green beans']
predict southern_us but is british [u'Jell-O Gelatin', u'wine', u'vanilla instant pudding', u'frozen whipped topping', u'fruit cocktail', u'sponge cake']
predict french but is vietnamese [u'black pepper', u'yellow onion', u'garlic', u'ground beef', u'ground pork', u'cognac', u'eggs', u'salt', u'puff pastry']
predict vietnamese but is chinese [u'lettuce', u'herbs', u'peanut butter', u'rice paper', u'fresh basil', u'sesame oil', u'carrots', u'avocado', u'hoisin sauce', u'turkey meat', u'mint', u'rice vinegar', u'cucumber']
predict thai but is chinese [u'light soy sauce', u'rice', u'chopped cilantro', u'eggs', u'spring onions', u'carrots', u'sweet soy sauce', u'oyster sauce', u'red chili peppers', u'garlic', u'red bell pepper']
predict italian but is french [u'unsalted butter', u'Italian bread', u'fresh green peas', u'heavy cream', u'lettuce', u'leeks', u'chicken broth', u'fresh mint']
predict chinese but is japanese [u'pepper', u'salt', u'corn starch', u'brown sugar', u'cayenne', u'peanut oil', u'japanese eggplants', u'sesame seeds', u'rice vinegar', u'red bell pepper', u'soy sauce', u'garlic', u'long-grain rice']
predict mexican but is vietnamese [u'white vinegar', u'hearts of palm', u'extra-virgin olive oil', u'carrots', u'kosher salt', u'bread and butter pickles', u'cilantro leaves', u'sugar', u'lime juice', u'purple onion', u'hass avocado', u'baguette', u'jalapeno chilies', u'persian cucumber']
predict italian but is french [u'potatoes', u'cheese curds', u'vegetable oil', u'beef gravy']
predict italian but is russian [u'unsalted butter', u'sugar', u'cream cheese', u'candied orange peel', u'ricotta cheese', u'vanilla beans']
predict italian but is thai [u'vegetable oil', u'fresh lemon juice', u'fresh coriander', u'purple onion', u'shredded cabbage', u'salt', u'sugar', u'grated carrot', u'fresh mint']
predict italian but is french [u'baguette', u'fingerling potatoes', u'purple onion', u'lacinato kale', u'fennel bulb', u'garlic', u'crushed tomatoes', u'spices', u'tangerine', u'cod fillets', u'Castelvetrano olives']
predict mexican but is thai [u'lime wedges', u'chicken noodle soup', u'coconut milk', u'cilantro leaves', u'fresh lime juice']
predict italian but is french [u'chicken broth', u'ground black pepper', u'frozen green beans', u'pesto', u'potatoes', u'carrots', u'great northern beans', u'whole peeled tomatoes', u'salt', u'olive oil', u'boneless skinless chicken breasts', u'onions']
predict southern_us but is french [u'liquid', u'buttermilk', u'vanilla beans']
predict italian but is british [u'tomato pur\xe9e', u'ground sirloin', u'extra-virgin olive oil', u'half & half', u'peas', u'extra sharp cheddar cheese', u'kosher salt', u'russet potatoes', u'cayenne pepper', u'ground black pepper', u'large garlic cloves', u'onions']
predict southern_us but is chinese [u'mayonaise', u'ground black pepper', u'salt', u'medium shrimp', u'dried basil', u'onion powder', u'all-purpose flour', u'milk', u'granulated sugar', u'rice vinegar', u'panko breadcrumbs', u'eggs', u'garlic powder', u'vegetable oil', u'garlic chili sauce']
predict southern_us but is french [u'powdered sugar', u'water', u'whole milk', u'vanilla extract', u'ground allspice', u'ground cinnamon', u'ground cloves', u'large eggs', u'fresh orange juice', u'cream cheese', u'grated orange peel', u'orange', u'baking powder', u'cake flour', u'sugar', u'unsalted butter', u'apple cider vinegar', u'salt']
predict southern_us but is french [u'dried thyme', u'beef stew meat', u'carrots', u'pepper', u'vegetable oil', u'all-purpose flour', u'potatoes', u'salt', u'dijon', u'diced tomatoes', u'beef broth']
predict jamaican but is cajun_creole [u'celery ribs', u'olive oil', u'garlic', u'cumin', u'chicken stock', u'chili powder', u'scallions', u'cauliflower', u'fresh thyme', u'green pepper', u'white onion', u'red pepper', u'bay leaf']
predict southern_us but is brazilian [u'ground black pepper', u'carrots', u'chicken stock', u'salt', u'onions', u'chicken meat', u'fresh parsley', u'tomatoes', u'ham', u'long grain white rice']
predict southern_us but is cajun_creole [u'ketchup', u'shredded cabbage', u'peanut oil', u'white vinegar', u'prepared horseradish', u'creole seasoning', u'oysters', u'paprika', u'self-rising cornmeal', u'mayonaise', u'dijon mustard', u'rolls']
predict italian but is brazilian [u'tapioca flour', u'butter', u'large eggs', u'garlic cloves', u'milk', u'salt', u'black pepper', u'grated parmesan cheese']
predict southern_us but is indian [u'clove', u'apple cider vinegar', u'pears', u'peeled fresh ginger', u'chopped onion', u'golden raisins', u'fresh lemon juice', u'golden brown sugar', u'vegetable oil']
predict italian but is spanish [u'bread crumb fresh', u'thyme', u'tripe', u'tomato paste', u'olive oil', u'flat leaf parsley', u'kosher salt', u'red bell pepper', u'onions', u'tomatoes', u'garlic cloves', u'bay leaf']
predict vietnamese but is thai [u'sugar', u'condensed milk', u'lemongrass', u'water', u'fresh mint', u'cold milk', u'teas']
predict vietnamese but is korean [u'green leaf lettuce', u'cilantro', u'onions', u'lime', u'sesame oil', u'rice vinegar', u'soy sauce', u'boneless skinless chicken breasts', u'garlic', u'glass noodles', u'mirin', u'daikon', u'chutney']
predict italian but is french [u'eggs', u'semi-sweet chocolate morsels', u'heavy whipping cream', u'egg whites', u'ladyfingers']
predict cajun_creole but is italian [u'chicken bouillon', u'red beans', u'carrots', u'long grain white rice', u'tomato sauce', u'dried thyme', u'salt', u'onions', u'crushed tomatoes', u'smoked sausage', u'bay leaf', u'water', u'vegetable oil', u'celery', u'cabbage']
predict indian but is italian [u'sesame seeds', u'all-purpose flour', u'shortening', u'baking powder', u'white sugar', u'eggs', u'lemon extract', u'ground cardamom', u'milk', u'salt']
predict italian but is mexican [u'tomato pur\xe9e', u'bay leaves', u'salt', u'chicken broth', u'almonds', u'peas', u'ground beef', u'cactus', u'olive oil', u'raisins', u'carrots', u'tomatoes', u'herbs', u'garlic', u'onions']
predict italian but is greek [u'olive oil', u'salt', u'fresh dill', u'large garlic cloves', u'lemon', u'country bread', u'sugar', u'cheese']
predict italian but is southern_us [u'oil', u'ranch dressing', u'chicken pieces', u'all-purpose flour']
predict mexican but is italian [u'tomatoes', u'honey', u'garlic cloves', u'white sandwich bread', u'hazelnuts', u'extra-virgin olive oil', u'red bell pepper', u'black pepper', u'unsalted butter', u'juice', u'reduced sodium chicken broth', u'salt', u'ancho chile pepper']
predict vietnamese but is thai [u'kosher salt', u'rice noodles', u'peanut oil', u'fresh lime juice', u'peeled fresh ginger', u'unsalted dry roast peanuts', u'Thai fish sauce', u'radishes', u'thai chile', u'garlic cloves', u'snow peas', u'fresh basil', u'green onions', u'cilantro leaves', u'fresh mint']
predict vietnamese but is thai [u'sugar', u'corn oil', u'fresh mint', u'fish sauce', u'unsalted butter', u'fresh lemon juice', u'lemongrass', u'shallots', u'grated lemon peel', u'halibut fillets', u'hot chili paste']
predict mexican but is brazilian [u'shredded cheddar cheese', u'coarse salt', u'chopped cilantro fresh', u'cooked rice', u'lime wedges', u'scallions', u'ground pepper', u'beets', u'dried black beans', u'vegetable oil', u'garlic cloves']
predict french but is mexican [u'baking powder', u'fresh sage', u'ice water', u'coarse salt', u'unsalted butter', u'all-purpose flour']
predict southern_us but is french [u'brown sugar', u'heavy cream', u'strawberries', u'eggs', u'butter', u'all-purpose flour', u'ground cinnamon', u'vegetable oil', u'salt', u'semi-sweet chocolate morsels', u'unsalted butter', u'vanilla extract', u'confectioners sugar']
